elementName,weatherElement_Id,location_Id
"平均溫度",342,19
"最高溫度",343,19
"最高溫度日期",344,19
"最低溫度",345,19
"最低溫度日期",346,19
"降水量",347,19
"最大10分鐘風風速",348,19
"最大10分鐘風風向",349,19
"最大10分鐘風日期",350,19
"最大瞬間風風速",351,19
"最大瞬間風風向",352,19
"最大瞬間風日期",353,19
"平均相對濕度",354,19
"最小相對濕度",355,19
"最小相對濕度日期",356,19
"測站氣壓",357,19
"降水日數",358,19
"日照時數",359,19
"平均溫度",360,20
"最高溫度",361,20
"最高溫度日期",362,20
"最低溫度",363,20
"最低溫度日期",364,20
"降水量",365,20
"最大10分鐘風風速",366,20
"最大10分鐘風風向",367,20
"最大10分鐘風日期",368,20
"最大瞬間風風速",369,20
"最大瞬間風風向",370,20
"最大瞬間風日期",371,20
"平均相對濕度",372,20
"最小相對濕度",373,20
"最小相對濕度日期",374,20
"測站氣壓",375,20
"降水日數",376,20
"日照時數",377,20
"平均溫度",378,21
"最高溫度",379,21
"最高溫度日期",380,21
"最低溫度",381,21
"最低溫度日期",382,21
"降水量",383,21
"最大10分鐘風風速",384,21
"最大10分鐘風風向",385,21
"最大10分鐘風日期",386,21
"最大瞬間風風速",387,21
"最大瞬間風風向",388,21
"最大瞬間風日期",389,21
"平均相對濕度",390,21
"最小相對濕度",391,21
"最小相對濕度日期",392,21
"測站氣壓",393,21
"降水日數",394,21
"日照時數",395,21
"平均溫度",396,22
"最高溫度",397,22
"最高溫度日期",398,22
"最低溫度",399,22
"最低溫度日期",400,22
"降水量",401,22
"最大10分鐘風風速",402,22
"最大10分鐘風風向",403,22
"最大10分鐘風日期",404,22
"最大瞬間風風速",405,22
"最大瞬間風風向",406,22
"最大瞬間風日期",407,22
"平均相對濕度",408,22
"最小相對濕度",409,22
"最小相對濕度日期",410,22
"測站氣壓",411,22
"降水日數",412,22
"日照時數",413,22
"平均溫度",414,23
"最高溫度",415,23
"最高溫度日期",416,23
"最低溫度",417,23
"最低溫度日期",418,23
"降水量",419,23
"最大10分鐘風風速",420,23
"最大10分鐘風風向",421,23
"最大10分鐘風日期",422,23
"最大瞬間風風速",423,23
"最大瞬間風風向",424,23
"最大瞬間風日期",425,23
"平均相對濕度",426,23
"最小相對濕度",427,23
"最小相對濕度日期",428,23
"測站氣壓",429,23
"降水日數",430,23
"日照時數",431,23
"平均溫度",432,24
"最高溫度",433,24
"最高溫度日期",434,24
"最低溫度",435,24
"最低溫度日期",436,24
"降水量",437,24
"最大10分鐘風風速",438,24
"最大10分鐘風風向",439,24
"最大10分鐘風日期",440,24
"最大瞬間風風速",441,24
"最大瞬間風風向",442,24
"最大瞬間風日期",443,24
"平均相對濕度",444,24
"最小相對濕度",445,24
"最小相對濕度日期",446,24
"測站氣壓",447,24
"降水日數",448,24
"日照時數",449,24
"平均溫度",450,25
"最高溫度",451,25
"最高溫度日期",452,25
"最低溫度",453,25
"最低溫度日期",454,25
"降水量",455,25
"最大10分鐘風風速",456,25
"最大10分鐘風風向",457,25
"最大10分鐘風日期",458,25
"最大瞬間風風速",459,25
"最大瞬間風風向",460,25
"最大瞬間風日期",461,25
"平均相對濕度",462,25
"最小相對濕度",463,25
"最小相對濕度日期",464,25
"測站氣壓",465,25
"降水日數",466,25
"日照時數",467,25
"平均溫度",468,26
"最高溫度",469,26
"最高溫度日期",470,26
"最低溫度",471,26
"最低溫度日期",472,26
"降水量",473,26
"最大10分鐘風風速",474,26
"最大10分鐘風風向",475,26
"最大10分鐘風日期",476,26
"最大瞬間風風速",477,26
"最大瞬間風風向",478,26
"最大瞬間風日期",479,26
"平均相對濕度",480,26
"最小相對濕度",481,26
"最小相對濕度日期",482,26
"測站氣壓",483,26
"降水日數",484,26
"日照時數",485,26
"平均溫度",486,27
"最高溫度",487,27
"最高溫度日期",488,27
"最低溫度",489,27
"最低溫度日期",490,27
"降水量",491,27
"最大10分鐘風風速",492,27
"最大10分鐘風風向",493,27
"最大10分鐘風日期",494,27
"最大瞬間風風速",495,27
"最大瞬間風風向",496,27
"最大瞬間風日期",497,27
"平均相對濕度",498,27
"最小相對濕度",499,27
"最小相對濕度日期",500,27
"測站氣壓",501,27
"降水日數",502,27
"日照時數",503,27
"平均溫度",504,28
"最高溫度",505,28
"最高溫度日期",506,28
"最低溫度",507,28
"最低溫度日期",508,28
"降水量",509,28
"最大10分鐘風風速",510,28
"最大10分鐘風風向",511,28
"最大10分鐘風日期",512,28
"最大瞬間風風速",513,28
"最大瞬間風風向",514,28
"最大瞬間風日期",515,28
"平均相對濕度",516,28
"最小相對濕度",517,28
"最小相對濕度日期",518,28
"測站氣壓",519,28
"降水日數",520,28
"日照時數",521,28
"平均溫度",522,29
"最高溫度",523,29
"最高溫度日期",524,29
"最低溫度",525,29
"最低溫度日期",526,29
"降水量",527,29
"最大10分鐘風風速",528,29
"最大10分鐘風風向",529,29
"最大10分鐘風日期",530,29
"最大瞬間風風速",531,29
"最大瞬間風風向",532,29
"最大瞬間風日期",533,29
"平均相對濕度",534,29
"最小相對濕度",535,29
"最小相對濕度日期",536,29
"測站氣壓",537,29
"降水日數",538,29
"日照時數",539,29
"平均溫度",540,30
"最高溫度",541,30
"最高溫度日期",542,30
"最低溫度",543,30
"最低溫度日期",544,30
"降水量",545,30
"最大10分鐘風風速",546,30
"最大10分鐘風風向",547,30
"最大10分鐘風日期",548,30
"最大瞬間風風速",549,30
"最大瞬間風風向",550,30
"最大瞬間風日期",551,30
"平均相對濕度",552,30
"最小相對濕度",553,30
"最小相對濕度日期",554,30
"測站氣壓",555,30
"降水日數",556,30
"日照時數",557,30
"平均溫度",558,31
"最高溫度",559,31
"最高溫度日期",560,31
"最低溫度",561,31
"最低溫度日期",562,31
"降水量",563,31
"最大10分鐘風風速",564,31
"最大10分鐘風風向",565,31
"最大10分鐘風日期",566,31
"最大瞬間風風速",567,31
"最大瞬間風風向",568,31
"最大瞬間風日期",569,31
"平均相對濕度",570,31
"最小相對濕度",571,31
"最小相對濕度日期",572,31
"測站氣壓",573,31
"降水日數",574,31
"日照時數",575,31
"平均溫度",576,32
"最高溫度",577,32
"最高溫度日期",578,32
"最低溫度",579,32
"最低溫度日期",580,32
"降水量",581,32
"最大10分鐘風風速",582,32
"最大10分鐘風風向",583,32
"最大10分鐘風日期",584,32
"最大瞬間風風速",585,32
"最大瞬間風風向",586,32
"最大瞬間風日期",587,32
"平均相對濕度",588,32
"最小相對濕度",589,32
"最小相對濕度日期",590,32
"測站氣壓",591,32
"降水日數",592,32
"日照時數",593,32
"平均溫度",594,33
"最高溫度",595,33
"最高溫度日期",596,33
"最低溫度",597,33
"最低溫度日期",598,33
"降水量",599,33
"最大10分鐘風風速",600,33
"最大10分鐘風風向",601,33
"最大10分鐘風日期",602,33
"最大瞬間風風速",603,33
"最大瞬間風風向",604,33
"最大瞬間風日期",605,33
"平均相對濕度",606,33
"最小相對濕度",607,33
"最小相對濕度日期",608,33
"測站氣壓",609,33
"降水日數",610,33
"日照時數",611,33
"平均溫度",612,34
"最高溫度",613,34
"最高溫度日期",614,34
"最低溫度",615,34
"最低溫度日期",616,34
"降水量",617,34
"最大10分鐘風風速",618,34
"最大10分鐘風風向",619,34
"最大10分鐘風日期",620,34
"最大瞬間風風速",621,34
"最大瞬間風風向",622,34
"最大瞬間風日期",623,34
"平均相對濕度",624,34
"最小相對濕度",625,34
"最小相對濕度日期",626,34
"測站氣壓",627,34
"降水日數",628,34
"日照時數",629,34
"平均溫度",630,35
"最高溫度",631,35
"最高溫度日期",632,35
"最低溫度",633,35
"最低溫度日期",634,35
"降水量",635,35
"最大10分鐘風風速",636,35
"最大10分鐘風風向",637,35
"最大10分鐘風日期",638,35
"最大瞬間風風速",639,35
"最大瞬間風風向",640,35
"最大瞬間風日期",641,35
"平均相對濕度",642,35
"最小相對濕度",643,35
"最小相對濕度日期",644,35
"測站氣壓",645,35
"降水日數",646,35
"日照時數",647,35
"平均溫度",648,36
"最高溫度",649,36
"最高溫度日期",650,36
"最低溫度",651,36
"最低溫度日期",652,36
"降水量",653,36
"最大10分鐘風風速",654,36
"最大10分鐘風風向",655,36
"最大10分鐘風日期",656,36
"最大瞬間風風速",657,36
"最大瞬間風風向",658,36
"最大瞬間風日期",659,36
"平均相對濕度",660,36
"最小相對濕度",661,36
"最小相對濕度日期",662,36
"測站氣壓",663,36
"降水日數",664,36
"日照時數",665,36
"平均溫度",666,37
"最高溫度",667,37
"最高溫度日期",668,37
"最低溫度",669,37
"最低溫度日期",670,37
"降水量",671,37
"最大10分鐘風風速",672,37
"最大10分鐘風風向",673,37
"最大10分鐘風日期",674,37
"最大瞬間風風速",675,37
"最大瞬間風風向",676,37
"最大瞬間風日期",677,37
"平均相對濕度",678,37
"最小相對濕度",679,37
"最小相對濕度日期",680,37
"測站氣壓",681,37
"降水日數",682,37
"日照時數",683,37
"平均溫度",684,38
"最高溫度",685,38
"最高溫度日期",686,38
"最低溫度",687,38
"最低溫度日期",688,38
"降水量",689,38
"最大10分鐘風風速",690,38
"最大10分鐘風風向",691,38
"最大10分鐘風日期",692,38
"最大瞬間風風速",693,38
"最大瞬間風風向",694,38
"最大瞬間風日期",695,38
"平均相對濕度",696,38
"最小相對濕度",697,38
"最小相對濕度日期",698,38
"測站氣壓",699,38
"降水日數",700,38
"日照時數",701,38
"平均溫度",702,39
"最高溫度",703,39
"最高溫度日期",704,39
"最低溫度",705,39
"最低溫度日期",706,39
"降水量",707,39
"最大10分鐘風風速",708,39
"最大10分鐘風風向",709,39
"最大10分鐘風日期",710,39
"最大瞬間風風速",711,39
"最大瞬間風風向",712,39
"最大瞬間風日期",713,39
"平均相對濕度",714,39
"最小相對濕度",715,39
"最小相對濕度日期",716,39
"測站氣壓",717,39
"降水日數",718,39
"日照時數",719,39
"平均溫度",720,40
"最高溫度",721,40
"最高溫度日期",722,40
"最低溫度",723,40
"最低溫度日期",724,40
"降水量",725,40
"最大10分鐘風風速",726,40
"最大10分鐘風風向",727,40
"最大10分鐘風日期",728,40
"最大瞬間風風速",729,40
"最大瞬間風風向",730,40
"最大瞬間風日期",731,40
"平均相對濕度",732,40
"最小相對濕度",733,40
"最小相對濕度日期",734,40
"測站氣壓",735,40
"降水日數",736,40
"日照時數",737,40
"平均溫度",738,41
"最高溫度",739,41
"最高溫度日期",740,41
"最低溫度",741,41
"最低溫度日期",742,41
"降水量",743,41
"最大10分鐘風風速",744,41
"最大10分鐘風風向",745,41
"最大10分鐘風日期",746,41
"最大瞬間風風速",747,41
"最大瞬間風風向",748,41
"最大瞬間風日期",749,41
"平均相對濕度",750,41
"最小相對濕度",751,41
"最小相對濕度日期",752,41
"測站氣壓",753,41
"降水日數",754,41
"日照時數",755,41
"平均溫度",756,42
"最高溫度",757,42
"最高溫度日期",758,42
"最低溫度",759,42
"最低溫度日期",760,42
"降水量",761,42
"最大10分鐘風風速",762,42
"最大10分鐘風風向",763,42
"最大10分鐘風日期",764,42
"最大瞬間風風速",765,42
"最大瞬間風風向",766,42
"最大瞬間風日期",767,42
"平均相對濕度",768,42
"最小相對濕度",769,42
"最小相對濕度日期",770,42
"測站氣壓",771,42
"降水日數",772,42
"日照時數",773,42
"平均溫度",774,43
"最高溫度",775,43
"最高溫度日期",776,43
"最低溫度",777,43
"最低溫度日期",778,43
"降水量",779,43
"最大10分鐘風風速",780,43
"最大10分鐘風風向",781,43
"最大10分鐘風日期",782,43
"最大瞬間風風速",783,43
"最大瞬間風風向",784,43
"最大瞬間風日期",785,43
"平均相對濕度",786,43
"最小相對濕度",787,43
"最小相對濕度日期",788,43
"測站氣壓",789,43
"降水日數",790,43
"日照時數",791,43
"平均溫度",792,44
"最高溫度",793,44
"最高溫度日期",794,44
"最低溫度",795,44
"最低溫度日期",796,44
"降水量",797,44
"最大10分鐘風風速",798,44
"最大10分鐘風風向",799,44
"最大10分鐘風日期",800,44
"最大瞬間風風速",801,44
"最大瞬間風風向",802,44
"最大瞬間風日期",803,44
"平均相對濕度",804,44
"最小相對濕度",805,44
"最小相對濕度日期",806,44
"測站氣壓",807,44
"降水日數",808,44
"日照時數",809,44
"平均溫度",810,45
"最高溫度",811,45
"最高溫度日期",812,45
"最低溫度",813,45
"最低溫度日期",814,45
"降水量",815,45
"最大10分鐘風風速",816,45
"最大10分鐘風風向",817,45
"最大10分鐘風日期",818,45
"最大瞬間風風速",819,45
"最大瞬間風風向",820,45
"最大瞬間風日期",821,45
"平均相對濕度",822,45
"最小相對濕度",823,45
"最小相對濕度日期",824,45
"測站氣壓",825,45
"降水日數",826,45
"日照時數",827,45
"平均溫度",828,46
"最高溫度",829,46
"最高溫度日期",830,46
"最低溫度",831,46
"最低溫度日期",832,46
"降水量",833,46
"最大10分鐘風風速",834,46
"最大10分鐘風風向",835,46
"最大10分鐘風日期",836,46
"最大瞬間風風速",837,46
"最大瞬間風風向",838,46
"最大瞬間風日期",839,46
"平均相對濕度",840,46
"最小相對濕度",841,46
"最小相對濕度日期",842,46
"測站氣壓",843,46
"降水日數",844,46
"日照時數",845,46
"平均溫度",846,47
"最高溫度",847,47
"最高溫度日期",848,47
"最低溫度",849,47
"最低溫度日期",850,47
"降水量",851,47
"最大10分鐘風風速",852,47
"最大10分鐘風風向",853,47
"最大10分鐘風日期",854,47
"最大瞬間風風速",855,47
"最大瞬間風風向",856,47
"最大瞬間風日期",857,47
"平均相對濕度",858,47
"最小相對濕度",859,47
"最小相對濕度日期",860,47
"測站氣壓",861,47
"降水日數",862,47
"日照時數",863,47
"平均溫度",864,48
"最高溫度",865,48
"最高溫度日期",866,48
"最低溫度",867,48
"最低溫度日期",868,48
"降水量",869,48
"最大10分鐘風風速",870,48
"最大10分鐘風風向",871,48
"最大10分鐘風日期",872,48
"最大瞬間風風速",873,48
"最大瞬間風風向",874,48
"最大瞬間風日期",875,48
"平均相對濕度",876,48
"最小相對濕度",877,48
"最小相對濕度日期",878,48
"測站氣壓",879,48
"降水日數",880,48
"日照時數",881,48
"平均溫度",882,49
"最高溫度",883,49
"最高溫度日期",884,49
"最低溫度",885,49
"最低溫度日期",886,49
"降水量",887,49
"最大10分鐘風風速",888,49
"最大10分鐘風風向",889,49
"最大10分鐘風日期",890,49
"最大瞬間風風速",891,49
"最大瞬間風風向",892,49
"最大瞬間風日期",893,49
"平均相對濕度",894,49
"最小相對濕度",895,49
"最小相對濕度日期",896,49
"測站氣壓",897,49
"降水日數",898,49
"日照時數",899,49
"平均溫度",900,50
"最高溫度",901,50
"最高溫度日期",902,50
"最低溫度",903,50
"最低溫度日期",904,50
"降水量",905,50
"最大10分鐘風風速",906,50
"最大10分鐘風風向",907,50
"最大10分鐘風日期",908,50
"最大瞬間風風速",909,50
"最大瞬間風風向",910,50
"最大瞬間風日期",911,50
"平均相對濕度",912,50
"最小相對濕度",913,50
"最小相對濕度日期",914,50
"測站氣壓",915,50
"降水日數",916,50
"日照時數",917,50
"平均溫度",918,51
"最高溫度",919,51
"最高溫度日期",920,51
"最低溫度",921,51
"最低溫度日期",922,51
"降水量",923,51
"最大10分鐘風風速",924,51
"最大10分鐘風風向",925,51
"最大10分鐘風日期",926,51
"最大瞬間風風速",927,51
"最大瞬間風風向",928,51
"最大瞬間風日期",929,51
"平均相對濕度",930,51
"最小相對濕度",931,51
"最小相對濕度日期",932,51
"測站氣壓",933,51
"降水日數",934,51
"日照時數",935,51
"平均溫度",936,52
"最高溫度",937,52
"最高溫度日期",938,52
"最低溫度",939,52
"最低溫度日期",940,52
"降水量",941,52
"最大10分鐘風風速",942,52
"最大10分鐘風風向",943,52
"最大10分鐘風日期",944,52
"最大瞬間風風速",945,52
"最大瞬間風風向",946,52
"最大瞬間風日期",947,52
"平均相對濕度",948,52
"最小相對濕度",949,52
"最小相對濕度日期",950,52
"測站氣壓",951,52
"降水日數",952,52
"日照時數",953,52
"平均溫度",954,53
"最高溫度",955,53
"最高溫度日期",956,53
"最低溫度",957,53
"最低溫度日期",958,53
"降水量",959,53
"最大10分鐘風風速",960,53
"最大10分鐘風風向",961,53
"最大10分鐘風日期",962,53
"最大瞬間風風速",963,53
"最大瞬間風風向",964,53
"最大瞬間風日期",965,53
"平均相對濕度",966,53
"最小相對濕度",967,53
"最小相對濕度日期",968,53
"測站氣壓",969,53
"降水日數",970,53
"日照時數",971,53
"平均溫度",972,54
"最高溫度",973,54
"最高溫度日期",974,54
"最低溫度",975,54
"最低溫度日期",976,54
"降水量",977,54
"最大10分鐘風風速",978,54
"最大10分鐘風風向",979,54
"最大10分鐘風日期",980,54
"最大瞬間風風速",981,54
"最大瞬間風風向",982,54
"最大瞬間風日期",983,54
"平均相對濕度",984,54
"最小相對濕度",985,54
"最小相對濕度日期",986,54
"測站氣壓",987,54
"降水日數",988,54
"日照時數",989,54
"平均溫度",990,55
"最高溫度",991,55
"最高溫度日期",992,55
"最低溫度",993,55
"最低溫度日期",994,55
"降水量",995,55
"最大10分鐘風風速",996,55
"最大10分鐘風風向",997,55
"最大10分鐘風日期",998,55
"最大瞬間風風速",999,55
"最大瞬間風風向",1000,55
"最大瞬間風日期",1001,55
"平均相對濕度",1002,55
"最小相對濕度",1003,55
"最小相對濕度日期",1004,55
"測站氣壓",1005,55
"降水日數",1006,55
"日照時數",1007,55
"平均溫度",1008,56
"最高溫度",1009,56
"最高溫度日期",1010,56
"最低溫度",1011,56
"最低溫度日期",1012,56
"降水量",1013,56
"最大10分鐘風風速",1014,56
"最大10分鐘風風向",1015,56
"最大10分鐘風日期",1016,56
"最大瞬間風風速",1017,56
"最大瞬間風風向",1018,56
"最大瞬間風日期",1019,56
"平均相對濕度",1020,56
"最小相對濕度",1021,56
"最小相對濕度日期",1022,56
"測站氣壓",1023,56
"降水日數",1024,56
"日照時數",1025,56
"平均溫度",1026,57
"最高溫度",1027,57
"最高溫度日期",1028,57
"最低溫度",1029,57
"最低溫度日期",1030,57
"降水量",1031,57
"最大10分鐘風風速",1032,57
"最大10分鐘風風向",1033,57
"最大10分鐘風日期",1034,57
"最大瞬間風風速",1035,57
"最大瞬間風風向",1036,57
"最大瞬間風日期",1037,57
"平均相對濕度",1038,57
"最小相對濕度",1039,57
"最小相對濕度日期",1040,57
"測站氣壓",1041,57
"降水日數",1042,57
"日照時數",1043,57
"平均溫度",1044,58
"最高溫度",1045,58
"最高溫度日期",1046,58
"最低溫度",1047,58
"最低溫度日期",1048,58
"降水量",1049,58
"最大10分鐘風風速",1050,58
"最大10分鐘風風向",1051,58
"最大10分鐘風日期",1052,58
"最大瞬間風風速",1053,58
"最大瞬間風風向",1054,58
"最大瞬間風日期",1055,58
"平均相對濕度",1056,58
"最小相對濕度",1057,58
"最小相對濕度日期",1058,58
"測站氣壓",1059,58
"降水日數",1060,58
"日照時數",1061,58
"平均溫度",1062,59
"最高溫度",1063,59
"最高溫度日期",1064,59
"最低溫度",1065,59
"最低溫度日期",1066,59
"降水量",1067,59
"最大10分鐘風風速",1068,59
